,code,state,date,total_population,cases,deaths
13321,SD,South Dakota,2020-04-09,882235.0,447,6
13322,SD,South Dakota,2020-04-10,882235.0,536,6
13323,SD,South Dakota,2020-04-11,882235.0,626,6
13324,SD,South Dakota,2020-04-12,882235.0,730,6
13325,SD,South Dakota,2020-04-13,882235.0,868,6
13326,SD,South Dakota,2020-04-14,882235.0,988,6
13327,SD,South Dakota,2020-04-15,882235.0,1168,6
13328,SD,South Dakota,2020-04-16,882235.0,1311,7
13329,SD,South Dakota,2020-04-17,882235.0,1411,7
13330,SD,South Dakota,2020-04-18,882235.0,1542,7
13331,SD,South Dakota,2020-04-19,882235.0,1635,7
13332,SD,South Dakota,2020-04-20,882235.0,1685,7
13333,SD,South Dakota,2020-04-21,882235.0,1755,8
13334,SD,South Dakota,2020-04-22,882235.0,1858,9
13335,SD,South Dakota,2020-04-23,882235.0,1956,9
13336,SD,South Dakota,2020-04-24,882235.0,2040,10
13337,SD,South Dakota,2020-04-25,882235.0,2147,10
13338,SD,South Dakota,2020-04-26,882235.0,2212,11
13339,SD,South Dakota,2020-04-27,882235.0,2244,11
13340,SD,South Dakota,2020-04-28,882235.0,2313,11
13341,SD,South Dakota,2020-04-29,882235.0,2373,13
13342,SD,South Dakota,2020-04-30,882235.0,2449,17
13343,SD,South Dakota,2020-05-01,882235.0,2525,21
13344,SD,South Dakota,2020-05-02,882235.0,2588,21
13345,SD,South Dakota,2020-05-03,882235.0,2631,21
13346,SD,South Dakota,2020-05-04,882235.0,2668,21
13347,SD,South Dakota,2020-05-05,882235.0,2721,24
13348,SD,South Dakota,2020-05-06,882235.0,2780,29
13349,SD,South Dakota,2020-05-07,882235.0,2906,31
13350,SD,South Dakota,2020-05-08,882235.0,3145,31
13351,SD,South Dakota,2020-05-09,882235.0,3393,34
13352,SD,South Dakota,2020-05-10,882235.0,3517,34
13353,SD,South Dakota,2020-05-11,882235.0,3614,34
13354,SD,South Dakota,2020-05-12,882235.0,3663,39
13355,SD,South Dakota,2020-05-13,882235.0,3732,39
13356,SD,South Dakota,2020-05-14,882235.0,3792,43
13357,SD,South Dakota,2020-05-15,882235.0,3887,44
13358,SD,South Dakota,2020-05-16,882235.0,3959,44
13359,SD,South Dakota,2020-05-17,882235.0,3987,44
13360,SD,South Dakota,2020-05-18,882235.0,4027,44
13361,SD,South Dakota,2020-05-19,882235.0,4085,46
13362,SD,South Dakota,2020-05-20,882235.0,4177,46
13363,SD,South Dakota,2020-05-21,882235.0,4177,48
13364,SD,South Dakota,2020-05-22,882235.0,4356,50
13365,SD,South Dakota,2020-05-23,882235.0,4464,50
13366,SD,South Dakota,2020-05-24,882235.0,4563,50
13367,SD,South Dakota,2020-05-25,882235.0,4586,50
13368,SD,South Dakota,2020-05-26,882235.0,4653,50
13369,SD,South Dakota,2020-05-27,882235.0,4710,54
13370,SD,South Dakota,2020-05-28,882235.0,4793,54
13371,SD,South Dakota,2020-05-29,882235.0,4866,59
13372,SD,South Dakota,2020-05-30,882235.0,4960,62
13373,SD,South Dakota,2020-05-31,882235.0,4993,62
13374,SD,South Dakota,2020-06-01,882235.0,5034,62
13375,SD,South Dakota,2020-06-02,882235.0,5067,62
13376,SD,South Dakota,2020-06-03,882235.0,5162,62
13377,SD,South Dakota,2020-06-04,882235.0,5247,64
13378,SD,South Dakota,2020-06-05,882235.0,5277,64
13379,SD,South Dakota,2020-06-06,882235.0,5367,65
13380,SD,South Dakota,2020-06-07,882235.0,5438,65
13381,SD,South Dakota,2020-06-08,882235.0,5471,65
13382,SD,South Dakota,2020-06-09,882235.0,5523,68
13383,SD,South Dakota,2020-06-10,882235.0,5604,69
13384,SD,South Dakota,2020-06-11,882235.0,5665,73
13385,SD,South Dakota,2020-06-12,882235.0,5742,74
13386,SD,South Dakota,2020-06-13,882235.0,5833,75
13387,SD,South Dakota,2020-06-14,882235.0,5898,75
13388,SD,South Dakota,2020-06-15,882235.0,5928,75
13389,SD,South Dakota,2020-06-16,882235.0,5966,77
13390,SD,South Dakota,2020-06-17,882235.0,6050,78
13391,SD,South Dakota,2020-06-18,882235.0,6109,78
13392,SD,South Dakota,2020-06-19,882235.0,6158,81
13393,SD,South Dakota,2020-06-20,882235.0,6225,81
13394,SD,South Dakota,2020-06-21,882235.0,6297,81
13395,SD,South Dakota,2020-06-22,882235.0,6326,81
13396,SD,South Dakota,2020-06-23,882235.0,6353,83
13397,SD,South Dakota,2020-06-24,882235.0,6419,84
13398,SD,South Dakota,2020-06-25,882235.0,6479,87
13399,SD,South Dakota,2020-06-26,882235.0,6535,88
13400,SD,South Dakota,2020-06-27,882235.0,6626,91
13401,SD,South Dakota,2020-06-28,882235.0,6681,91
13402,SD,South Dakota,2020-06-29,882235.0,6716,91
13403,SD,South Dakota,2020-06-30,882235.0,6764,91
13404,SD,South Dakota,2020-07-01,882235.0,6826,93
13405,SD,South Dakota,2020-07-02,882235.0,6893,97
13406,SD,South Dakota,2020-07-03,882235.0,6978,97
13407,SD,South Dakota,2020-07-04,882235.0,7028,97
13408,SD,South Dakota,2020-07-05,882235.0,7063,97
13409,SD,South Dakota,2020-07-06,882235.0,7105,97
13410,SD,South Dakota,2020-07-07,882235.0,7163,98
13411,SD,South Dakota,2020-07-08,882235.0,7242,98
13412,SD,South Dakota,2020-07-09,882235.0,7336,101
13413,SD,South Dakota,2020-07-10,882235.0,7401,107
13414,SD,South Dakota,2020-07-11,882235.0,7454,109
13415,SD,South Dakota,2020-07-12,882235.0,7499,109
13416,SD,South Dakota,2020-07-13,882235.0,7524,109
13417,SD,South Dakota,2020-07-14,882235.0,7572,109
13418,SD,South Dakota,2020-07-15,882235.0,7652,111
13419,SD,South Dakota,2020-07-16,882235.0,7694,115
13420,SD,South Dakota,2020-07-17,882235.0,7789,116
13421,SD,South Dakota,2020-07-18,882235.0,7862,116
13422,SD,South Dakota,2020-07-19,882235.0,7906,118
13423,SD,South Dakota,2020-07-20,882235.0,7943,118
13424,SD,South Dakota,2020-07-21,882235.0,8019,118
13425,SD,South Dakota,2020-07-22,882235.0,8077,119
13426,SD,South Dakota,2020-07-23,882235.0,8143,121
13427,SD,South Dakota,2020-07-24,882235.0,8200,122
13428,SD,South Dakota,2020-07-25,882235.0,8305,122
13429,SD,South Dakota,2020-07-26,882235.0,8395,123
13430,SD,South Dakota,2020-07-27,882235.0,8444,123
13431,SD,South Dakota,2020-07-28,882235.0,8492,123
13432,SD,South Dakota,2020-07-29,882235.0,8641,129
13433,SD,South Dakota,2020-07-30,882235.0,8685,129
13434,SD,South Dakota,2020-07-31,882235.0,8764,130
13435,SD,South Dakota,2020-08-01,882235.0,8867,134
13436,SD,South Dakota,2020-08-02,882235.0,8955,135
13437,SD,South Dakota,2020-08-03,882235.0,9020,135
13438,SD,South Dakota,2020-08-04,882235.0,9079,136
13439,SD,South Dakota,2020-08-05,882235.0,9168,137
13440,SD,South Dakota,2020-08-06,882235.0,9273,141
13441,SD,South Dakota,2020-08-07,882235.0,9371,144
13442,SD,South Dakota,2020-08-08,882235.0,9477,146
13443,SD,South Dakota,2020-08-09,882235.0,9605,146
13444,SD,South Dakota,2020-08-10,882235.0,9663,146
13445,SD,South Dakota,2020-08-11,882235.0,9713,146
13446,SD,South Dakota,2020-08-12,882235.0,9815,147
13447,SD,South Dakota,2020-08-13,882235.0,9897,148
13448,SD,South Dakota,2020-08-14,882235.0,10024,150
13449,SD,South Dakota,2020-08-15,882235.0,10118,152
13450,SD,South Dakota,2020-08-16,882235.0,10274,153
13451,SD,South Dakota,2020-08-17,882235.0,10360,153
13452,SD,South Dakota,2020-08-18,882235.0,10441,154
13453,SD,South Dakota,2020-08-19,882235.0,10566,155
13454,SD,South Dakota,2020-08-20,882235.0,10691,157
13455,SD,South Dakota,2020-08-21,882235.0,10884,159
13456,SD,South Dakota,2020-08-22,882235.0,11135,160
13457,SD,South Dakota,2020-08-23,882235.0,11276,161
13458,SD,South Dakota,2020-08-24,882235.0,11425,161
13459,SD,South Dakota,2020-08-25,882235.0,11505,161
13460,SD,South Dakota,2020-08-26,882235.0,11571,162
13461,SD,South Dakota,2020-08-27,882235.0,12194,162
13462,SD,South Dakota,2020-08-28,882235.0,12517,165
13463,SD,South Dakota,2020-08-29,882235.0,12942,167
13464,SD,South Dakota,2020-08-30,882235.0,13322,167
13465,SD,South Dakota,2020-08-31,882235.0,13509,167
13466,SD,South Dakota,2020-09-01,882235.0,13749,167
13467,SD,South Dakota,2020-09-02,882235.0,14003,169
13468,SD,South Dakota,2020-09-03,882235.0,14337,169
13469,SD,South Dakota,2020-09-04,882235.0,14596,170
13470,SD,South Dakota,2020-09-05,882235.0,14889,173
13471,SD,South Dakota,2020-09-06,882235.0,15109,173
13472,SD,South Dakota,2020-09-07,882235.0,15300,173
13473,SD,South Dakota,2020-09-08,882235.0,15403,173
13474,SD,South Dakota,2020-09-09,882235.0,15571,173
13475,SD,South Dakota,2020-09-10,882235.0,15834,177
13476,SD,South Dakota,2020-09-11,882235.0,16117,177
13477,SD,South Dakota,2020-09-12,882235.0,16437,183
13478,SD,South Dakota,2020-09-13,882235.0,16638,184
13479,SD,South Dakota,2020-09-14,882235.0,16801,184
13480,SD,South Dakota,2020-09-15,882235.0,16994,184
13481,SD,South Dakota,2020-09-16,882235.0,17291,192
13482,SD,South Dakota,2020-09-17,882235.0,17686,193
13483,SD,South Dakota,2020-09-18,882235.0,18075,195
13484,SD,South Dakota,2020-09-19,882235.0,18444,200
13485,SD,South Dakota,2020-09-20,882235.0,18696,202
13486,SD,South Dakota,2020-09-21,882235.0,18869,202
13487,SD,South Dakota,2020-09-22,882235.0,19189,202
13488,SD,South Dakota,2020-09-23,882235.0,19634,202
13489,SD,South Dakota,2020-09-24,882235.0,20097,210
13490,SD,South Dakota,2020-09-25,882235.0,20554,216
13491,SD,South Dakota,2020-09-26,882235.0,21133,218
13492,SD,South Dakota,2020-09-27,882235.0,21541,218
13493,SD,South Dakota,2020-09-28,882235.0,21738,218
13494,SD,South Dakota,2020-09-29,882235.0,21997,223
13495,SD,South Dakota,2020-09-30,882235.0,22389,223
13496,SD,South Dakota,2020-10-01,882235.0,23136,236
13497,SD,South Dakota,2020-10-02,882235.0,23522,237
13498,SD,South Dakota,2020-10-03,882235.0,23986,248
13499,SD,South Dakota,2020-10-04,882235.0,24418,248
13500,SD,South Dakota,2020-10-05,882235.0,24598,248
13501,SD,South Dakota,2020-10-06,882235.0,24876,248
13502,SD,South Dakota,2020-10-07,882235.0,25906,258
13503,SD,South Dakota,2020-10-08,882235.0,26441,272
13504,SD,South Dakota,2020-10-09,882235.0,27215,277
13505,SD,South Dakota,2020-10-10,882235.0,27947,286
13506,SD,South Dakota,2020-10-11,882235.0,28564,286
13507,SD,South Dakota,2020-10-12,882235.0,28925,288
13508,SD,South Dakota,2020-10-13,882235.0,29339,288
13509,SD,South Dakota,2020-10-14,882235.0,30215,291
13510,SD,South Dakota,2020-10-15,882235.0,31012,304
13511,SD,South Dakota,2020-10-16,882235.0,31805,307
13512,SD,South Dakota,2020-10-17,882235.0,32611,315
13513,SD,South Dakota,2020-10-18,882235.0,33269,323
13514,SD,South Dakota,2020-10-19,882235.0,33836,323
13515,SD,South Dakota,2020-10-20,882235.0,34457,330
13516,SD,South Dakota,2020-10-21,882235.0,35044,333
13517,SD,South Dakota,2020-10-22,882235.0,36017,347
13518,SD,South Dakota,2020-10-23,882235.0,37202,356
13519,SD,South Dakota,2020-10-24,882235.0,38141,366
13520,SD,South Dakota,2020-10-25,882235.0,39203,375
13521,SD,South Dakota,2020-10-26,882235.0,39741,375
13522,SD,South Dakota,2020-10-27,882235.0,40730,375
13523,SD,South Dakota,2020-10-28,882235.0,42000,384
13524,SD,South Dakota,2020-10-29,882235.0,43000,403
13525,SD,South Dakota,2020-10-30,882235.0,44559,415
13526,SD,South Dakota,2020-10-31,882235.0,45992,425
13527,SD,South Dakota,2020-11-01,882235.0,47324,437
13528,SD,South Dakota,2020-11-02,882235.0,47850,438
13529,SD,South Dakota,2020-11-03,882235.0,48854,446
13530,SD,South Dakota,2020-11-04,882235.0,49791,460
13531,SD,South Dakota,2020-11-05,882235.0,51151,482
13532,SD,South Dakota,2020-11-06,882235.0,52639,510
13533,SD,South Dakota,2020-11-07,882235.0,53976,523
13534,SD,South Dakota,2020-11-08,882235.0,55404,536
13535,SD,South Dakota,2020-11-09,882235.0,56311,537
13536,SD,South Dakota,2020-11-10,882235.0,57334,540
13537,SD,South Dakota,2020-11-11,882235.0,58696,567
13538,SD,South Dakota,2020-11-12,882235.0,60716,567
13539,SD,South Dakota,2020-11-13,882235.0,62327,568
13540,SD,South Dakota,2020-11-14,882235.0,64182,621
13541,SD,South Dakota,2020-11-15,882235.0,65381,644
13542,SD,South Dakota,2020-11-16,882235.0,66278,644
13543,SD,South Dakota,2020-11-17,882235.0,67284,644
13544,SD,South Dakota,2020-11-18,882235.0,68671,674
13545,SD,South Dakota,2020-11-19,882235.0,69742,705
13546,SD,South Dakota,2020-11-20,882235.0,71070,741
13547,SD,South Dakota,2020-11-21,882235.0,72214,777
13548,SD,South Dakota,2020-11-22,882235.0,73065,819
13549,SD,South Dakota,2020-11-23,882235.0,73848,819
13550,SD,South Dakota,2020-11-24,882235.0,74859,821
13551,SD,South Dakota,2020-11-25,882235.0,76142,849
13552,SD,South Dakota,2020-11-26,882235.0,76142,849
13553,SD,South Dakota,2020-11-27,882235.0,78280,888
13554,SD,South Dakota,2020-11-28,882235.0,79099,942
13555,SD,South Dakota,2020-11-29,882235.0,79900,943
13556,SD,South Dakota,2020-11-30,882235.0,80464,946
13557,SD,South Dakota,2020-12-01,882235.0,80912,948
13558,SD,South Dakota,2020-12-02,882235.0,82203,995
13559,SD,South Dakota,2020-12-03,882235.0,83348,1033
13560,SD,South Dakota,2020-12-04,882235.0,84398,1064
13561,SD,South Dakota,2020-12-05,882235.0,85304,1091
13562,SD,South Dakota,2020-12-06,882235.0,85991,1110
13563,SD,South Dakota,2020-12-07,882235.0,86500,1110
13564,SD,South Dakota,2020-12-08,882235.0,87038,1111
13565,SD,South Dakota,2020-12-09,882235.0,88023,1147
13566,TN,Tennessee,2020-01-22,6770010.0,0,0
13567,TN,Tennessee,2020-01-23,6770010.0,0,0
13568,TN,Tennessee,2020-01-24,6770010.0,0,0
13569,TN,Tennessee,2020-01-25,6770010.0,0,0
13570,TN,Tennessee,2020-01-26,6770010.0,0,0
13571,TN,Tennessee,2020-01-27,6770010.0,0,0
13572,TN,Tennessee,2020-01-28,6770010.0,0,0
13573,TN,Tennessee,2020-01-29,6770010.0,0,0
13574,TN,Tennessee,2020-01-30,6770010.0,0,0
13575,TN,Tennessee,2020-01-31,6770010.0,0,0
13576,TN,Tennessee,2020-02-01,6770010.0,0,0
13577,TN,Tennessee,2020-02-02,6770010.0,0,0
13578,TN,Tennessee,2020-02-03,6770010.0,0,0
13579,TN,Tennessee,2020-02-04,6770010.0,0,0
13580,TN,Tennessee,2020-02-05,6770010.0,0,0
13581,TN,Tennessee,2020-02-06,6770010.0,0,0
13582,TN,Tennessee,2020-02-07,6770010.0,0,0
13583,TN,Tennessee,2020-02-08,6770010.0,0,0
13584,TN,Tennessee,2020-02-09,6770010.0,0,0
13585,TN,Tennessee,2020-02-10,6770010.0,0,0
13586,TN,Tennessee,2020-02-11,6770010.0,0,0
13587,TN,Tennessee,2020-02-12,6770010.0,0,0
13588,TN,Tennessee,2020-02-13,6770010.0,0,0
13589,TN,Tennessee,2020-02-14,6770010.0,0,0
13590,TN,Tennessee,2020-02-15,6770010.0,0,0
13591,TN,Tennessee,2020-02-16,6770010.0,0,0
13592,TN,Tennessee,2020-02-17,6770010.0,0,0
13593,TN,Tennessee,2020-02-18,6770010.0,0,0
13594,TN,Tennessee,2020-02-19,6770010.0,0,0
13595,TN,Tennessee,2020-02-20,6770010.0,0,0
13596,TN,Tennessee,2020-02-21,6770010.0,0,0
13597,TN,Tennessee,2020-02-22,6770010.0,0,0
13598,TN,Tennessee,2020-02-23,6770010.0,0,0
13599,TN,Tennessee,2020-02-24,6770010.0,0,0
13600,TN,Tennessee,2020-02-25,6770010.0,0,0
13601,TN,Tennessee,2020-02-26,6770010.0,0,0
13602,TN,Tennessee,2020-02-27,6770010.0,0,0
13603,TN,Tennessee,2020-02-28,6770010.0,0,0
13604,TN,Tennessee,2020-02-29,6770010.0,0,0
13605,TN,Tennessee,2020-03-01,6770010.0,0,0
13606,TN,Tennessee,2020-03-02,6770010.0,0,0
13607,TN,Tennessee,2020-03-03,6770010.0,0,0
13608,TN,Tennessee,2020-03-04,6770010.0,0,0
13609,TN,Tennessee,2020-03-05,6770010.0,1,0
13610,TN,Tennessee,2020-03-06,6770010.0,1,0
13611,TN,Tennessee,2020-03-07,6770010.0,1,0
13612,TN,Tennessee,2020-03-08,6770010.0,3,0
13613,TN,Tennessee,2020-03-09,6770010.0,3,0
13614,TN,Tennessee,2020-03-10,6770010.0,3,0
13615,TN,Tennessee,2020-03-11,6770010.0,9,0
13616,TN,Tennessee,2020-03-12,6770010.0,18,0
13617,TN,Tennessee,2020-03-13,6770010.0,26,0
13618,TN,Tennessee,2020-03-14,6770010.0,32,0
13619,TN,Tennessee,2020-03-15,6770010.0,32,0
13620,TN,Tennessee,2020-03-16,6770010.0,52,0
13621,TN,Tennessee,2020-03-17,6770010.0,74,0
13622,TN,Tennessee,2020-03-18,6770010.0,100,0
13623,TN,Tennessee,2020-03-19,6770010.0,154,0
13624,TN,Tennessee,2020-03-20,6770010.0,223,1
13625,TN,Tennessee,2020-03-21,6770010.0,304,1
13626,TN,Tennessee,2020-03-22,6770010.0,393,2
13627,TN,Tennessee,2020-03-23,6770010.0,614,2
13628,TN,Tennessee,2020-03-24,6770010.0,772,2
13629,TN,Tennessee,2020-03-25,6770010.0,916,3
13630,TN,Tennessee,2020-03-26,6770010.0,1097,3
13631,TN,Tennessee,2020-03-27,6770010.0,1318,6
13632,TN,Tennessee,2020-03-28,6770010.0,1511,7
13633,TN,Tennessee,2020-03-29,6770010.0,1720,8
13634,TN,Tennessee,2020-03-30,6770010.0,1917,14
13635,TN,Tennessee,2020-03-31,6770010.0,2391,23
13636,TN,Tennessee,2020-04-01,6770010.0,2933,24
13637,TN,Tennessee,2020-04-02,6770010.0,3013,36
13638,TN,Tennessee,2020-04-03,6770010.0,3067,41
13639,TN,Tennessee,2020-04-04,6770010.0,3322,50
13640,TN,Tennessee,2020-04-05,6770010.0,3633,53
13641,TN,Tennessee,2020-04-06,6770010.0,3802,65
13642,TN,Tennessee,2020-04-07,6770010.0,4139,72
13643,TN,Tennessee,2020-04-08,6770010.0,4363,80
13644,TN,Tennessee,2020-04-09,6770010.0,4634,94
13645,TN,Tennessee,2020-04-10,6770010.0,4891,98
13646,TN,Tennessee,2020-04-11,6770010.0,5132,106
13647,TN,Tennessee,2020-04-12,6770010.0,5508,106
13648,TN,Tennessee,2020-04-13,6770010.0,5610,109
13649,TN,Tennessee,2020-04-14,6770010.0,5827,124
13650,TN,Tennessee,2020-04-15,6770010.0,5827,124
13651,TN,Tennessee,2020-04-16,6770010.0,6166,136
13652,TN,Tennessee,2020-04-17,6770010.0,6263,141
13653,TN,Tennessee,2020-04-18,6770010.0,6589,142
13654,TN,Tennessee,2020-04-19,6770010.0,7070,148
13655,TN,Tennessee,2020-04-20,6770010.0,7238,152
13656,TN,Tennessee,2020-04-21,6770010.0,7394,157
13657,TN,Tennessee,2020-04-22,6770010.0,7394,157
13658,TN,Tennessee,2020-04-23,6770010.0,8266,171
13659,TN,Tennessee,2020-04-24,6770010.0,8728,169
13660,TN,Tennessee,2020-04-25,6770010.0,9189,177
13661,TN,Tennessee,2020-04-26,6770010.0,9667,181
13662,TN,Tennessee,2020-04-27,6770010.0,9918,184
13663,TN,Tennessee,2020-04-28,6770010.0,10052,188
13664,TN,Tennessee,2020-04-29,6770010.0,10366,195
13665,TN,Tennessee,2020-04-30,6770010.0,10735,199
13666,TN,Tennessee,2020-05-01,6770010.0,11891,204
13667,TN,Tennessee,2020-05-02,6770010.0,12661,209
13668,TN,Tennessee,2020-05-03,6770010.0,13177,210
13669,TN,Tennessee,2020-05-04,6770010.0,13571,219
13670,TN,Tennessee,2020-05-05,6770010.0,13690,226
13671,TN,Tennessee,2020-05-06,6770010.0,13938,239
13672,TN,Tennessee,2020-05-07,6770010.0,14096,238
13673,TN,Tennessee,2020-05-08,6770010.0,14441,242
13674,TN,Tennessee,2020-05-09,6770010.0,14768,242
13675,TN,Tennessee,2020-05-10,6770010.0,14985,243
13676,TN,Tennessee,2020-05-11,6770010.0,15544,251
13677,TN,Tennessee,2020-05-12,6770010.0,16111,266
13678,TN,Tennessee,2020-05-13,6770010.0,16370,273
13679,TN,Tennessee,2020-05-14,6770010.0,16699,287
13680,TN,Tennessee,2020-05-15,6770010.0,16960,290
13681,TN,Tennessee,2020-05-16,6770010.0,17263,295
13682,TN,Tennessee,2020-05-17,6770010.0,17359,298
13683,TN,Tennessee,2020-05-18,6770010.0,18011,301
13684,TN,Tennessee,2020-05-19,6770010.0,18412,305
13685,TN,Tennessee,2020-05-20,6770010.0,18412,305
13686,TN,Tennessee,2020-05-21,6770010.0,18961,313
13687,TN,Tennessee,2020-05-22,6770010.0,19394,315
13688,TN,Tennessee,2020-05-23,6770010.0,19785,329
13689,TN,Tennessee,2020-05-24,6770010.0,20111,336
13690,TN,Tennessee,2020-05-25,6770010.0,20535,338
13691,TN,Tennessee,2020-05-26,6770010.0,20895,343
13692,TN,Tennessee,2020-05-27,6770010.0,21285,353
13693,TN,Tennessee,2020-05-28,6770010.0,21679,356
13694,TN,Tennessee,2020-05-29,6770010.0,22063,361
13695,TN,Tennessee,2020-05-30,6770010.0,22566,364
13696,TN,Tennessee,2020-05-31,6770010.0,22566,364
13697,TN,Tennessee,2020-06-01,6770010.0,22566,364
13698,TN,Tennessee,2020-06-02,6770010.0,24342,381
13699,TN,Tennessee,2020-06-03,6770010.0,24833,388
13700,TN,Tennessee,2020-06-04,6770010.0,25190,401
13701,TN,Tennessee,2020-06-05,6770010.0,25664,408
13702,TN,Tennessee,2020-06-06,6770010.0,26177,417
13703,TN,Tennessee,2020-06-07,6770010.0,26493,418
13704,TN,Tennessee,2020-06-08,6770010.0,27005,421
13705,TN,Tennessee,2020-06-09,6770010.0,27575,435
13706,TN,Tennessee,2020-06-10,6770010.0,27930,437
13707,TN,Tennessee,2020-06-11,6770010.0,28340,441
13708,TN,Tennessee,2020-06-12,6770010.0,29118,466
13709,TN,Tennessee,2020-06-13,6770010.0,29549,472
13710,TN,Tennessee,2020-06-14,6770010.0,30343,474
13711,TN,Tennessee,2020-06-15,6770010.0,31004,482
13712,TN,Tennessee,2020-06-16,6770010.0,31751,493
13713,TN,Tennessee,2020-06-17,6770010.0,32114,498
13714,TN,Tennessee,2020-06-18,6770010.0,32770,508
13715,TN,Tennessee,2020-06-19,6770010.0,34017,515
13716,TN,Tennessee,2020-06-20,6770010.0,34446,524
13717,TN,Tennessee,2020-06-21,6770010.0,35102,526
13718,TN,Tennessee,2020-06-22,6770010.0,35553,531
13719,TN,Tennessee,2020-06-23,6770010.0,36303,542
13720,TN,Tennessee,2020-06-24,6770010.0,37235,556
13721,TN,Tennessee,2020-06-25,6770010.0,38034,567
13722,TN,Tennessee,2020-06-26,6770010.0,39444,577
13723,TN,Tennessee,2020-06-27,6770010.0,40172,584
13724,TN,Tennessee,2020-06-28,6770010.0,40172,584
13725,TN,Tennessee,2020-06-29,6770010.0,42297,592
13726,TN,Tennessee,2020-06-30,6770010.0,43509,604
13727,TN,Tennessee,2020-07-01,6770010.0,45315,609
13728,TN,Tennessee,2020-07-02,6770010.0,46890,620
13729,TN,Tennessee,2020-07-03,6770010.0,48712,633
13730,TN,Tennessee,2020-07-04,6770010.0,50140,637
13731,TN,Tennessee,2020-07-05,6770010.0,51316,645
13732,TN,Tennessee,2020-07-06,6770010.0,52039,652
13733,TN,Tennessee,2020-07-07,6770010.0,53514,665
13734,TN,Tennessee,2020-07-08,6770010.0,55986,685
13735,TN,Tennessee,2020-07-09,6770010.0,57591,710
13736,TN,Tennessee,2020-07-10,6770010.0,59546,723
13737,TN,Tennessee,2020-07-11,6770010.0,61006,738
13738,TN,Tennessee,2020-07-12,6770010.0,61960,741
13739,TN,Tennessee,2020-07-13,6770010.0,65274,749
13740,TN,Tennessee,2020-07-14,6770010.0,66788,767
13741,TN,Tennessee,2020-07-15,6770010.0,69061,783
13742,TN,Tennessee,2020-07-16,6770010.0,71540,796
13743,TN,Tennessee,2020-07-17,6770010.0,73819,815
13744,TN,Tennessee,2020-07-18,6770010.0,76336,838
13745,TN,Tennessee,2020-07-19,6770010.0,78115,843
13746,TN,Tennessee,2020-07-20,6770010.0,79754,847
13747,TN,Tennessee,2020-07-21,6770010.0,81944,871
13748,TN,Tennessee,2020-07-22,6770010.0,84417,888
13749,TN,Tennessee,2020-07-23,6770010.0,86987,925
13750,TN,Tennessee,2020-07-24,6770010.0,89078,938
13751,TN,Tennessee,2020-07-25,6770010.0,90796,964
13752,TN,Tennessee,2020-07-26,6770010.0,93936,967
13753,TN,Tennessee,2020-07-27,6770010.0,96489,978
13754,TN,Tennessee,2020-07-28,6770010.0,99044,999
13755,TN,Tennessee,2020-07-29,6770010.0,100822,1020
13756,TN,Tennessee,2020-07-30,6770010.0,102871,1033
13757,TN,Tennessee,2020-07-31,6770010.0,105959,1060
13758,TN,Tennessee,2020-08-01,6770010.0,108184,1067
13759,TN,Tennessee,2020-08-02,6770010.0,109627,1073
13760,TN,Tennessee,2020-08-03,6770010.0,110636,1092
13761,TN,Tennessee,2020-08-04,6770010.0,112441,1117
13762,TN,Tennessee,2020-08-05,6770010.0,114098,1144
13763,TN,Tennessee,2020-08-06,6770010.0,116350,1186
13764,TN,Tennessee,2020-08-07,6770010.0,118782,1206
13765,TN,Tennessee,2020-08-08,6770010.0,120585,1215
13766,TN,Tennessee,2020-08-09,6770010.0,122712,1223
13767,TN,Tennessee,2020-08-10,6770010.0,123914,1233
13768,TN,Tennessee,2020-08-11,6770010.0,124915,1271
13769,TN,Tennessee,2020-08-12,6770010.0,126393,1289
13770,TN,Tennessee,2020-08-13,6770010.0,128511,1313
13771,TN,Tennessee,2020-08-14,6770010.0,130458,1326
13772,TN,Tennessee,2020-08-15,6770010.0,131747,1345
13773,TN,Tennessee,2020-08-16,6770010.0,133708,1366
13774,TN,Tennessee,2020-08-17,6770010.0,134744,1387
13775,TN,Tennessee,2020-08-18,6770010.0,135770,1424
13776,TN,Tennessee,2020-08-19,6770010.0,137800,1452
13777,TN,Tennessee,2020-08-20,6770010.0,139175,1488
13778,TN,Tennessee,2020-08-21,6770010.0,140844,1549
13779,TN,Tennessee,2020-08-22,6770010.0,142083,1563
13780,TN,Tennessee,2020-08-23,6770010.0,143937,1567
13781,TN,Tennessee,2020-08-24,6770010.0,144604,1588
13782,TN,Tennessee,2020-08-25,6770010.0,145417,1628
13783,TN,Tennessee,2020-08-26,6770010.0,147353,1648
13784,TN,Tennessee,2020-08-27,6770010.0,149179,1673
13785,TN,Tennessee,2020-08-28,6770010.0,150815,1701
13786,TN,Tennessee,2020-08-29,6770010.0,152280,1725
13787,TN,Tennessee,2020-08-30,6770010.0,153115,1747
13788,TN,Tennessee,2020-08-31,6770010.0,154933,1754
13789,TN,Tennessee,2020-09-01,6770010.0,156329,1781
13790,TN,Tennessee,2020-09-02,6770010.0,157831,1797
13791,TN,Tennessee,2020-09-03,6770010.0,159546,1815
13792,TN,Tennessee,2020-09-04,6770010.0,160597,1837
13793,TN,Tennessee,2020-09-05,6770010.0,162362,1862
13794,TN,Tennessee,2020-09-06,6770010.0,164126,1865
